index,name,rank,generation,evolves_from,type1,type2,hp,atk,def,spatk,spdef,speed,total,height,weight,abilities,desc
637,volcarona,ordinary,generation-v,larvesta,bug,fire,85,60,65,135,105,100,550,16,460,flame-body swarm ,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
638,cobalion,legendary,generation-v,nothing,steel,fighting,91,90,129,90,72,108,580,21,2500,justified ,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.
639,terrakion,legendary,generation-v,nothing,rock,fighting,91,129,90,72,90,108,580,19,2600,justified ,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.
640,virizion,legendary,generation-v,nothing,grass,fighting,91,90,72,90,129,108,580,20,2000,justified ,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.
641,tornadus,legendary,generation-v,nothing,flying,None,79,115,70,125,80,111,580,15,630,prankster defiant ,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.
642,thundurus,legendary,generation-v,nothing,electric,flying,79,115,70,125,80,111,580,15,610,prankster defiant ,Countless charred remains mar the landscape of places through which Thundurus has passed.
643,reshiram,legendary,generation-v,nothing,dragon,fire,100,120,100,150,120,90,680,32,3300,turboblaze ,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it."
644,zekrom,legendary,generation-v,nothing,dragon,electric,100,150,120,120,100,90,680,29,3450,teravolt ,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail."
645,landorus,legendary,generation-v,nothing,ground,flying,89,125,90,115,80,101,600,15,680,sand-force sheer-force ,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”
646,kyurem,legendary,generation-v,nothing,dragon,ice,125,130,90,130,90,95,660,30,3250,pressure ,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out."
647,keldeo,mythical,generation-v,nothing,water,fighting,91,72,90,129,90,108,580,14,485,justified ,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling."
648,meloetta,mythical,generation-v,nothing,normal,psychic,100,77,77,128,128,90,600,6,65,serene-grace ,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.
649,genesect,mythical,generation-v,nothing,bug,steel,71,120,95,120,95,99,600,15,825,download ,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma."
650,chespin,ordinary,generation-vi,nothing,grass,None,56,61,65,48,45,38,313,4,90,overgrow bulletproof ,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock."
651,quilladin,ordinary,generation-vi,chespin,grass,None,61,78,95,56,58,57,405,7,290,overgrow bulletproof ,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.
652,chesnaught,ordinary,generation-vi,quilladin,grass,fighting,88,107,122,74,75,64,530,16,900,overgrow bulletproof ,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.
653,fennekin,ordinary,generation-vi,nothing,fire,None,40,45,40,62,60,60,307,4,94,blaze magician ,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit."
654,braixen,ordinary,generation-vi,fennekin,fire,None,59,59,58,90,70,73,409,10,145,blaze magician ,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle."
655,delphox,ordinary,generation-vi,braixen,fire,psychic,75,69,72,114,100,104,534,15,390,blaze magician ,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future."
656,froakie,ordinary,generation-vi,nothing,water,None,41,56,40,62,44,71,314,3,70,torrent protean ,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.
657,frogadier,ordinary,generation-vi,froakie,water,None,54,63,52,83,56,97,405,6,109,torrent protean ,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away."
658,greninja,ordinary,generation-vi,frogadier,water,dark,72,95,67,103,71,122,530,15,400,torrent protean ,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two."
659,bunnelby,ordinary,generation-vi,nothing,normal,None,38,36,38,32,36,57,237,4,50,pickup cheek-pouch huge-power ,They use their large ears to dig burrows. They will dig the whole night through.
660,diggersby,ordinary,generation-vi,bunnelby,normal,ground,85,56,77,50,77,78,423,10,424,pickup cheek-pouch huge-power ,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites."
661,fletchling,ordinary,generation-vi,nothing,normal,flying,45,50,43,40,38,62,278,3,17,big-pecks gale-wings ,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.
662,fletchinder,ordinary,generation-vi,fletchling,fire,flying,62,73,55,56,52,84,382,7,160,flame-body gale-wings ,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass."
663,talonflame,ordinary,generation-vi,fletchinder,fire,flying,78,81,71,74,69,126,499,12,245,flame-body gale-wings ,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air."
664,scatterbug,ordinary,generation-vi,nothing,bug,None,38,35,40,27,25,35,200,3,25,shield-dust compound-eyes friend-guard ,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact."
665,spewpa,ordinary,generation-vi,scatterbug,bug,None,45,22,60,27,30,29,213,3,84,shed-skin friend-guard ,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them."
666,vivillon,ordinary,generation-vi,spewpa,bug,flying,80,52,50,90,50,89,411,12,170,shield-dust compound-eyes friend-guard ,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.
667,litleo,ordinary,generation-vi,nothing,fire,normal,62,50,58,73,54,72,369,6,135,rivalry unnerve moxie ,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body."
668,pyroar,ordinary,generation-vi,litleo,fire,normal,86,68,72,109,66,106,507,15,815,rivalry unnerve moxie ,The male with the largest mane of fire is the leader of the pride.
669,flabebe,ordinary,generation-vi,nothing,fairy,None,44,38,39,61,79,42,303,1,1,flower-veil symbiosis ,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.
670,floette,ordinary,generation-vi,flabebe,fairy,None,54,45,47,75,98,52,371,2,9,flower-veil symbiosis ,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.
671,florges,ordinary,generation-vi,floette,fairy,None,78,65,68,112,154,75,552,11,100,flower-veil symbiosis ,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants."
672,skiddo,ordinary,generation-vi,nothing,grass,None,66,65,48,62,57,52,350,9,310,sap-sipper grass-pelt ,"Thought to be one of the first Pokémon to live in harmony with humans, it has a placid disposition."
673,gogoat,ordinary,generation-vi,skiddo,grass,None,123,100,62,97,81,68,531,17,910,sap-sipper grass-pelt ,It can tell how its Trainer is feeling by subtle shifts in the grip on its horns. This empathic sense lets them run as if one being.
674,pancham,ordinary,generation-vi,nothing,fighting,None,67,82,62,46,48,43,348,6,80,iron-fist mold-breaker scrappy ,"It does its best to be taken seriously by its enemies, but its glare is not sufficiently intimidating. Chewing on a leaf is its trademark."
675,pangoro,ordinary,generation-vi,pancham,fighting,dark,95,124,78,69,71,58,495,21,1360,iron-fist mold-breaker scrappy ,"Although it possesses a violent temperament, it won’t put up with bullying. It uses the leaf in its mouth to sense the movements of its enemies."
676,furfrou,ordinary,generation-vi,nothing,normal,None,75,80,60,65,90,102,472,12,280,fur-coat ,Trimming its fluffy fur not only makes it more elegant but also increases the swiftness of its movements.
677,espurr,ordinary,generation-vi,nothing,psychic,None,62,48,54,63,60,68,355,3,35,keen-eye infiltrator own-tempo ,The organ that emits its intense psychic power is sheltered by its ears to keep power from leaking out.
678,meowstic,ordinary,generation-vi,espurr,psychic,None,74,48,76,83,81,104,466,6,85,keen-eye infiltrator prankster ,"When in danger, it raises its ears and releases enough psychic power to grind a 10-ton truck into dust."
679,honedge,ordinary,generation-vi,nothing,steel,ghost,45,80,100,35,37,28,325,8,20,no-guard ,Apparently this Pokémon is born when a departed spirit inhabits a sword. It attaches itself to people and drinks their life force.
680,doublade,ordinary,generation-vi,honedge,steel,ghost,59,110,150,45,49,35,448,8,45,no-guard ,"When Honedge evolves, it divides into two swords, which cooperate via telepathy to coordinate attacks and slash their enemies to ribbons."
681,aegislash,ordinary,generation-vi,doublade,steel,ghost,60,50,140,50,140,60,500,17,530,stance-change ,"Generations of kings were attended by these Pokémon, which used their spectral power to manipulate and control people and Pokémon."
682,spritzee,ordinary,generation-vi,nothing,fairy,None,78,52,60,63,65,23,341,2,5,healer aroma-veil ,It emits a scent that enraptures those who smell it. This fragrance changes depending on what it has eaten.
683,aromatisse,ordinary,generation-vi,spritzee,fairy,None,101,72,72,99,89,29,462,8,155,healer aroma-veil ,"It devises various scents, pleasant and unpleasant, and emits scents that its enemies dislike in order to gain an edge in battle."
684,swirlix,ordinary,generation-vi,nothing,fairy,None,62,48,66,59,57,49,341,4,35,sweet-veil unburden ,"To entangle its opponents in battle, it extrudes white threads as sweet and sticky as cotton candy."
685,slurpuff,ordinary,generation-vi,swirlix,fairy,None,82,80,86,85,75,72,480,8,50,sweet-veil unburden ,It can distinguish the faintest of scents. It puts its sensitive sense of smell to use by helping pastry chefs in their work.
686,inkay,ordinary,generation-vi,nothing,dark,psychic,53,54,53,37,46,45,288,4,35,contrary suction-cups infiltrator ,Opponents who stare at the flashing of the light-emitting spots on its body become dazed and lose their will to fight.
687,malamar,ordinary,generation-vi,inkay,dark,psychic,86,92,88,68,75,73,482,15,470,contrary suction-cups infiltrator ,"It wields the most compelling hypnotic powers of any Pokémon, and it forces others to do whatever it wants."
688,binacle,ordinary,generation-vi,nothing,rock,water,42,52,67,39,56,50,306,5,310,tough-claws sniper pickpocket ,"Two Binacle live together on one rock. When they fight, one of them will move to a different rock."
689,barbaracle,ordinary,generation-vi,binacle,rock,water,72,105,115,54,86,68,500,13,960,tough-claws sniper pickpocket ,"When they evolve, two Binacle multiply into seven. They fight with the power of seven Binacle."
690,skrelp,ordinary,generation-vi,nothing,poison,water,50,60,60,60,60,30,320,5,73,poison-point poison-touch adaptability ,"Camouflaged as rotten kelp, they spray liquid poison on prey that approaches unawares and then finish it off."
691,dragalge,ordinary,generation-vi,skrelp,poison,dragon,65,75,90,97,123,44,494,18,815,poison-point poison-touch adaptability ,"Their poison is strong enough to eat through the hull of a tanker, and they spit it indiscriminately at anything that enters their territory."
692,clauncher,ordinary,generation-vi,nothing,water,None,50,53,62,58,63,44,330,5,83,mega-launcher ,They knock down flying prey by firing compressed water from their massive claws like shooting a pistol.
693,clawitzer,ordinary,generation-vi,clauncher,water,None,71,73,88,120,89,59,500,13,353,mega-launcher ,Their enormous claws launch cannonballs of water powerful enough to pierce tanker hulls.
694,helioptile,ordinary,generation-vi,nothing,electric,normal,44,38,33,61,43,70,289,5,60,dry-skin sand-veil solar-power ,"They make their home in deserts. They can generate their energy from basking in the sun, so eating food is not a requirement."
